ncbi_taxon_id,presented_samples,nr_phenotypes,pct_of_all_samples,name,dblinks,ismarker,files
191295,57,8,0.1518,Alcaligenes sp. VKM B-2263,[],0,[]
191298,53,1,0.1411,Pseudomonas sp. VKM B-2265,[],0,['../AGORA-2.01\\reconstructions\\mat\\Pseudomonas_sp_HPB0071.mat']
191493,545,15,1.4514,Corynebacterium sphenisci,[],0,[]
191495,381,2,1.0146,Conexibacter woesei,[],0,[]
191577,4,2,0.0107,Epilithonimonas tenax,[],0,[]
191579,368,7,0.98,Fluviicola taffensis,[],0,[]
191770,2,1,0.0053,Marinilactibacillus psychrotolerans,[],0,[]
192066,41,7,0.1092,Neisseria sp.,[],0,[]
192389,12,1,0.032,Chryseobacterium daecheongense,[],0,[]
192421,374,2,0.996,Planococcus maritimus,"[{""dbtype"":""MVP"",""anno"":""assoc w/ 1 phage clusters"",""url"":""http://mvp.medgenius.info/microbes/192421/Planococcus maritimus""}]",0,[]
192843,2,1,0.0053,Rhodoferax ferrireducens,[],0,[]
194326,301,14,0.8016,Lactobacillus versmoldensis,[],0,['../AGORA-2.01\\reconstructions\\mat\\Lactobacillus_versmoldensis_DSM_14857_KCTC_3814.mat']
194424,2,1,0.0053,Sulfurospirillum halorespirans,[],0,[]
194702,2,1,0.0053,Cardiobacterium valvarum,[],0,['../AGORA-2.01\\reconstructions\\mat\\Cardiobacterium_valvarum_F0432.mat']
194867,19,2,0.0506,Sphingomonas sp. ATCC 31555,"[{""url"":""http://mvp.medgenius.info/microbes/194867/Sphingomonas sp. ATCC 31555"",""anno"":""assoc w/ 2 phage clusters"",""dbtype"":""MVP""}]",0,[]
195097,50,2,0.1332,Sphingomonas sp. PC5.28,[],0,[]
195250,34,3,0.0905,Synechococcus sp. PCC 7336,"[{""url"":""http://mvp.medgenius.info/microbes/195250/Synechococcus sp. PCC 7336"",""dbtype"":""MVP"",""anno"":""assoc w/ 1 phage clusters""}]",0,[]
195253,4,2,0.0107,Synechococcus sp. PCC 6312,"[{""url"":""http://mvp.medgenius.info/microbes/195253/Synechococcus sp. PCC 6312"",""anno"":""assoc w/ 1 phage clusters"",""dbtype"":""MVP""}]",0,[]
196024,389,2,1.036,Aeromonas dhakensis,[],0,"['../AGORA-2.01\\reconstructions\\mat\\Aeromonas_dhakensis_173.mat', '../AGORA-2.01\\reconstructions\\mat\\Aeromonas_dhakensis_277.mat', '../AGORA-2.01\\reconstructions\\mat\\Aeromonas_dhakensis_SSU.mat']"
196162,398,3,1.0599,Nocardioides sp. JS614,"[{""anno"":""interacts w/ 300 drugs"",""dbtype"":""drugbug-db"",""url"":""http://www.bugdrug-db.info/#/viewNetwork/taxa/196162""},{""url"":""http://mvp.medgenius.info/microbes/196162/Nocardioides sp. JS614"",""dbtype"":""MVP"",""anno"":""assoc w/ 1 phage clusters""}]",0,[]
197575,5,1,0.0133,Haemophilus aegyptius,[],0,['../AGORA-2.01\\reconstructions\\mat\\Haemophilus_aegyptius_ATCC_11116.mat']
197614,2009,26,5.3502,Streptococcus pasteurianus,[],4,"['../AGORA-2.01\\reconstructions\\mat\\Streptococcus_pasteurianus_651_SPAS_0_477_18720.mat', '../AGORA-2.01\\reconstructions\\mat\\Streptococcus_pasteurianus_ATCC_43144.mat']"
198252,42,1,0.1119,Candidatus Pelagibacter ubique,[],0,['../AGORA-2.01\\reconstructions\\mat\\Candidatus_Pelagibacter_sp_IMCC9063.mat']
199441,2,1,0.0053,Bacillus krulwichiae,[],0,[]
199592,2,1,0.0053,Microbacterium paraoxydans,[],0,['../AGORA-2.01\\reconstructions\\mat\\Microbacterium_paraoxydans_77MFTsu3_2.mat']
199596,5,1,0.0133,Methylocella silvestris,[],0,[]
200475,2,1,0.0053,Brumimicrobium glaciale,[],0,[]
200616,44,1,0.1172,Rhodoplanes cryptolactis,[],0,[]
202261,4,2,0.0107,Virgibacillus kekensis,[],0,[]
202267,414,4,1.1025,Halomonas sp. YIM-kkny11,[],0,[]
202269,11,3,0.0293,bacterium YIM-kkny4,[],0,[]
202604,13,1,0.0346,Moorella mulderi,[],0,[]
202611,15,4,0.0399,Lysinibacillus odysseyi,[],0,[]
202789,11,3,0.0293,Actinobaculum massiliense,[],0,[]
202952,13,2,0.0346,Acinetobacter gerneri,"[{""url"":""http://mvp.medgenius.info/microbes/202952/Acinetobacter gerneri"",""dbtype"":""MVP"",""anno"":""assoc w/ 1 phage clusters""}]",0,[]
202955,440,9,1.1718,Acinetobacter tjernbergiae,[],0,[]
202956,17,3,0.0453,Acinetobacter towneri,[],0,[]
203471,14,3,0.0373,Tepidiphilus margaritifer,[],0,[]
203699,3,1,0.008,Derxia gummosa,[],0,[]
203907,4,1,0.0107,Candidatus Blochmannia floridanus,"[{""dbtype"":""drugbug-db"",""anno"":""interacts w/ 174 drugs"",""url"":""http://www.bugdrug-db.info/#/viewNetwork/taxa/203907""}]",0,[]
204038,398,17,1.0599,Dickeya dadantii,[],0,[]
204516,17590,74,46.8442,Bacteroides massiliensis,[],15,['../AGORA-2.01\\reconstructions\\mat\\Bacteroides_massiliensis_B84634.mat']
204773,2,1,0.0053,Herminiimonas arsenicoxydans,"[{""dbtype"":""drugbug-db"",""anno"":""interacts w/ 263 drugs"",""url"":""http://www.bugdrug-db.info/#/viewNetwork/taxa/204773""},{""anno"":""assoc w/ 1 phage clusters"",""dbtype"":""MVP"",""url"":""http://mvp.medgenius.info/microbes/204773/Herminiimonas arsenicoxydans""}]",0,[]
204799,2,1,0.0053,Nitratireductor aquibiodomus,[],0,[]
204934,2,1,0.0053,Roseomonas genomospecies 5,[],0,[]
206041,2,1,0.0053,Flavobacterium gelidilacus,[],0,[]
207340,14,4,0.0373,Roseomonas mucosa,[],0,['../AGORA-2.01\\reconstructions\\mat\\Roseomonas_mucosa_ATCC_BAA_692.mat']
208085,2,1,0.0053,Saccharomonospora paurometabolica,[],0,[]
208226,4,1,0.0107,Alkaliphilus metalliredigens,[],0,[]
208479,19998,79,53.257,[Clostridium] bolteae,[],16,"['../AGORA-2.01\\reconstructions\\mat\\Clostridium_bolteae_90A5.mat', '../AGORA-2.01\\reconstructions\\mat\\Clostridium_bolteae_90A9.mat', '../AGORA-2.01\\reconstructions\\mat\\Clostridium_bolteae_90B3.mat', '../AGORA-2.01\\reconstructions\\mat\\Clostridium_bolteae_90B7.mat', '../AGORA-2.01\\reconstructions\\mat\\Clostridium_bolteae_90B8.mat', '../AGORA-2.01\\reconstructions\\mat\\Clostridium_bolteae_ATCC_BAA_613.mat', '../AGORA-2.01\\reconstructions\\mat\\Clostridium_bolteae_WAL_14578.mat']"
208596,15,3,0.0399,Carnobacterium sp. 17-4,"[{""url"":""http://www.bugdrug-db.info/#/viewNetwork/taxa/208596"",""dbtype"":""drugbug-db"",""anno"":""interacts w/ 255 drugs""},{""url"":""http://mvp.medgenius.info/microbes/208596/Carnobacterium sp. 17-4"",""anno"":""assoc w/ 1 phage clusters"",""dbtype"":""MVP""}]",0,[]
208962,30,5,0.0799,Escherichia albertii,"[{""dbtype"":""MVP"",""anno"":""assoc w/ 5 phage clusters"",""url"":""http://mvp.medgenius.info/microbes/208962/Escherichia albertii""}]",0,"['../AGORA-2.01\\reconstructions\\mat\\Escherichia_albertii_EC06_170.mat', '../AGORA-2.01\\reconstructions\\mat\\Escherichia_albertii_KF1.mat', '../AGORA-2.01\\reconstructions\\mat\\Escherichia_albertii_TW07627.mat', '../AGORA-2.01\\reconstructions\\mat\\Escherichia_albertii_TW11588.mat']"
209458,16,4,0.0426,Bacillus arbutinivorans,[],0,[]
209649,3,1,0.008,Ferrithrix thermotolerans,[],0,[]
211589,38,1,0.1012,Herbaspirillum chlorophenolicum,[],0,[]
212663,2,1,0.0053,Vibrio tasmaniensis,[],0,[]
214851,25,3,0.0666,Subdoligranulum variabile,[],1,['../AGORA-2.01\\reconstructions\\mat\\Subdoligranulum_variabile_DSM_15176.mat']
214852,2,1,0.0053,Denitrobacterium sp. CCUG 45665,[],0,[]
214853,267,6,0.7111,Anaerofustis stercorihominis,[],0,['../AGORA-2.01\\reconstructions\\mat\\Anaerofustis_stercorihominis_DSM_17244.mat']
214856,17817,75,47.4487,Alistipes finegoldii,[],13,['../AGORA-2.01\\reconstructions\\mat\\Alistipes_finegoldii_DSM_17242.mat']
214858,442,14,1.1771,Bacteroides sp. DSM 12148,[],0,"['../AGORA-2.01\\reconstructions\\mat\\Bacteroides_sp_14_A.mat', '../AGORA-2.01\\reconstructions\\mat\\Bacteroides_sp_1_1_14.mat', '../AGORA-2.01\\reconstructions\\mat\\Bacteroides_sp_1_1_30.mat', '../AGORA-2.01\\reconstructions\\mat\\Bacteroides_sp_1_1_6.mat', '../AGORA-2.01\\reconstructions\\mat\\Bacteroides_sp_20_3.mat', '../AGORA-2.01\\reconstructions\\mat\\Bacteroides_sp_2_1_22.mat', '../AGORA-2.01\\reconstructions\\mat\\Bacteroides_sp_2_1_33B.mat', '../AGORA-2.01\\reconstructions\\mat\\Bacteroides_sp_2_1_7.mat', '../AGORA-2.01\\reconstructions\\mat\\Bacteroides_sp_2_2_4.mat', '../AGORA-2.01\\reconstructions\\mat\\Bacteroides_sp_3_1_19.mat', '../AGORA-2.01\\reconstructions\\mat\\Bacteroides_sp_3_1_23.mat', '../AGORA-2.01\\reconstructions\\mat\\Bacteroides_sp_3_1_33FAA.mat', '../AGORA-2.01\\reconstructions\\mat\\Bacteroides_sp_3_1_40A.mat', '../AGORA-2.01\\reconstructions\\mat\\Bacteroides_sp_3_2_5.mat', '../AGORA-2.01\\reconstructions\\mat\\Bacteroides_sp_4_1_36.mat', '../AGORA-2.01\\reconstructions\\mat\\Bacteroides_sp_4_3_47FAA.mat', '../AGORA-2.01\\reconstructions\\mat\\Bacteroides_sp_9_1_42FAA.mat', '../AGORA-2.01\\reconstructions\\mat\\Bacteroides_sp_D1.mat', '../AGORA-2.01\\reconstructions\\mat\\Bacteroides_sp_D2.mat', '../AGORA-2.01\\reconstructions\\mat\\Bacteroides_sp_D20.mat', '../AGORA-2.01\\reconstructions\\mat\\Bacteroides_sp_D22.mat', '../AGORA-2.01\\reconstructions\\mat\\Bacteroides_sp_HPS0048.mat']"
215689,3,1,0.008,Erwinia sp. Ejp617,"[{""url"":""http://mvp.medgenius.info/microbes/215689/Erwinia sp. Ejp617"",""anno"":""assoc w/ 1 phage clusters"",""dbtype"":""MVP""}]",0,[]
215803,24,3,0.0639,Enhygromyxa salina,[],0,[]
216463,9,4,0.024,Lactobacillus spicheri,[],0,[]
216778,4,1,0.0107,Stenotrophomonas rhizophila,[],0,['../AGORA-2.01\\reconstructions\\mat\\Stenotrophomonas_rhizophila_PCA13.mat']
216816,20496,72,54.5832,Bifidobacterium longum,"[{""url"":""http://www.bugdrug-db.info/#/viewNetwork/taxa/216816"",""dbtype"":""drugbug-db"",""anno"":""interacts w/ 9 drugs""},{""url"":""http://mvp.medgenius.info/microbes/216816/Bifidobacterium longum"",""dbtype"":""MVP"",""anno"":""assoc w/ 6 phage clusters""}]",12,"['../AGORA-2.01\\reconstructions\\mat\\Bifidobacterium_longum_BG7.mat', '../AGORA-2.01\\reconstructions\\mat\\Bifidobacterium_longum_BXY01.mat', '../AGORA-2.01\\reconstructions\\mat\\Bifidobacterium_longum_DJO10A.mat', '../AGORA-2.01\\reconstructions\\mat\\Bifidobacterium_longum_E18.mat', '../AGORA-2.01\\reconstructions\\mat\\Bifidobacterium_longum_ERR2221141.mat', '../AGORA-2.01\\reconstructions\\mat\\Bifidobacterium_longum_ERR2221351.mat', '../AGORA-2.01\\reconstructions\\mat\\Bifidobacterium_longum_ERR2221409.mat', '../AGORA-2.01\\reconstructions\\mat\\Bifidobacterium_longum_ERR2230052.mat', '../AGORA-2.01\\reconstructions\\mat\\Bifidobacterium_longum_ERR2230120.mat', '../AGORA-2.01\\reconstructions\\mat\\Bifidobacterium_longum_ERR2230133.mat', '../AGORA-2.01\\reconstructions\\mat\\Bifidobacterium_longum_ERR2230158.mat', '../AGORA-2.01\\reconstructions\\mat\\Bifidobacterium_longum_infantis_157F_NC.mat', '../AGORA-2.01\\reconstructions\\mat\\Bifidobacterium_longum_infantis_ATCC_15697.mat', '../AGORA-2.01\\reconstructions\\mat\\Bifidobacterium_longum_longum_ATCC_55813.mat', '../AGORA-2.01\\reconstructions\\mat\\Bifidobacterium_longum_longum_BBMN68.mat', '../AGORA-2.01\\reconstructions\\mat\\Bifidobacterium_longum_longum_CCUG_52486.mat', '../AGORA-2.01\\reconstructions\\mat\\Bifidobacterium_longum_longum_JCM_1217.mat', '../AGORA-2.01\\reconstructions\\mat\\Bifidobacterium_longum_longum_JDM301.mat', '../AGORA-2.01\\reconstructions\\mat\\Bifidobacterium_longum_NCC2705.mat', '../AGORA-2.01\\reconstructions\\mat\\Bifidobacterium_longum_subsp_infantis_BT1.mat', '../AGORA-2.01\\reconstructions\\mat\\Bifidobacterium_longum_subsp_longum_1_6B.mat', '../AGORA-2.01\\reconstructions\\mat\\Bifidobacterium_longum_subsp_longum_2_2B.mat', '../AGORA-2.01\\reconstructions\\mat\\Bifidobacterium_longum_subsp_longum_35B.mat', '../AGORA-2.01\\reconstructions\\mat\\Bifidobacterium_longum_subsp_longum_44B.mat', '../AGORA-2.01\\reconstructions\\mat\\Bifidobacterium_longum_subsp_longum_CMCC_P0001.mat', '../AGORA-2.01\\reconstructions\\mat\\Bifidobacterium_longum_subsp_longum_F8.mat', '../AGORA-2.01\\reconstructions\\mat\\Bifidobacterium_longum_subsp_longum_KACC_91563.mat', '../AGORA-2.01\\reconstructions\\mat\\Bifidobacterium_longum_subsp_longum_NCIMB8809.mat']"
216874,5,2,0.0133,Mesoplasma corruscae,[],0,[]
216903,29,4,0.0772,Chryseobacterium molle,[],0,[]
216931,9,3,0.024,Spiroplasma alleghenense,[],0,[]
216932,6,2,0.016,Spiroplasma chinense,[],0,[]
216933,4,2,0.0107,Spiroplasma chrysopicola,[],0,[]
216934,48,1,0.1278,Spiroplasma corruscae,[],0,[]
216935,215,7,0.5726,Spiroplasma culicicola,[],0,['../AGORA-2.01\\reconstructions\\mat\\Spiroplasma_culicicola_AES_1.mat']
216936,49,1,0.1305,Spiroplasma diminutum,[],0,[]
216937,4,2,0.0107,Spiroplasma floricola,[],0,[]
216940,242,11,0.6445,Spiroplasma lampyridicola,[],0,[]
216941,4,1,0.0107,Spiroplasma leptinotarsae,[],0,[]
216943,24,3,0.0639,Spiroplasma montanense,[],0,[]
216945,1876,4,4.996,Spiroplasma syrphidicola,[],0,[]
216947,208,14,0.5539,Spiroplasma velocicrescens,[],0,[]
217067,47,1,0.1252,Labrys monachus,[],0,[]
217070,420,3,1.1185,Stella vacuolata,[],0,[]
217162,5,1,0.0133,Chamaesiphon subglobosus,[],0,[]
217168,32,2,0.0852,Microvirga flocculans,[],0,[]
217219,3,1,0.008,Meganema perideroedes,[],0,[]
218284,36,3,0.0959,Bacillus vietnamensis,"[{""url"":""http://mvp.medgenius.info/microbes/218284/Bacillus vietnamensis"",""anno"":""assoc w/ 1 phage clusters"",""dbtype"":""MVP""}]",0,[]
218538,16166,76,43.0519,Dialister invisus,[],8,['../AGORA-2.01\\reconstructions\\mat\\Dialister_invisus_DSM_15470.mat']
219301,8,3,0.0213,Brachybacterium muris,[],0,[]
219314,23,1,0.0613,Aeromicrobium marinum,[],0,[]
219742,4,2,0.0107,Psychrobacter adeliensis,[],0,[]
219748,20,1,0.0533,Clostridium tunisiense,[],0,[]
220378,2,1,0.0053,Nocardiopsis aegyptia,[],0,[]
220687,8,2,0.0213,Bacillus novalis,[],0,[]
220688,29,4,0.0772,Bacillus soli,[],0,[]
220714,4,1,0.0107,Fructobacillus pseudoficulneus,[],0,['../AGORA-2.01\\reconstructions\\mat\\Fructobacillus_pseudoficulneus_DSM_15468.mat']
223392,289,2,0.7696,Rhodococcus gordoniae,[],0,[]
223527,2,1,0.0053,Halomonas boliviensis,[],0,[]
225004,226,1,0.6019,Treponema berlinense,[],0,[]
225195,18,1,0.0479,Pelobacter massiliensis,[],0,[]
225196,39,1,0.1039,Geopsychrobacter electrodiphilus,[],0,[]
225324,239,5,0.6365,Enhydrobacter aerosaccus,[],0,['../AGORA-2.01\\reconstructions\\mat\\Enhydrobacter_aerosaccus_ATCC_27094.mat']
225326,2,1,0.0053,Corynebacterium halotolerans,[],0,[]
225327,2,1,0.0053,Nesterenkonia xinjiangensis,[],0,[]
225845,2,1,0.0053,Brevibacterium celere,[],0,[]
225988,2,1,0.0053,Anoxybacillus contaminans,[],0,[]
225991,41,3,0.1092,Comamonas aquatica,[],0,"['../AGORA-2.01\\reconstructions\\mat\\Comamonas_aquatica_CJG.mat', '../AGORA-2.01\\reconstructions\\mat\\Comamonas_aquatica_DA1877.mat', '../AGORA-2.01\\reconstructions\\mat\\Comamonas_aquatica_NBRC_14918.mat']"
225992,32,4,0.0852,Comamonas kerstersii,[],0,[]
227942,13,3,0.0346,Lactobacillus gastricus,[],0,['../AGORA-2.01\\reconstructions\\mat\\Lactobacillus_gastricus_PS3.mat']
227943,18,4,0.0479,Lactobacillus antri,[],0,['../AGORA-2.01\\reconstructions\\mat\\Lactobacillus_antri_DSM_16041.mat']
227945,16,3,0.0426,Lactobacillus ultunensis,[],0,['../AGORA-2.01\\reconstructions\\mat\\Lactobacillus_ultunensis_DSM_16047.mat']
228229,12,5,0.032,Lactobacillus saerimneri,[],0,['../AGORA-2.01\\reconstructions\\mat\\Lactobacillus_saerimneri_30a.mat']
228419,2,1,0.0053,Acholeplasma pleciae,[],0,[]
228576,7,3,0.0186,Bacillus patagoniensis,[],0,[]
228603,1148,25,3.0573,Prevotella shahii,[],0,['../AGORA-2.01\\reconstructions\\mat\\Prevotella_shahii_JCM_12083.mat']
228604,525,11,1.3981,Prevotella salivae,[],0,['../AGORA-2.01\\reconstructions\\mat\\Prevotella_salivae_DSM_15606.mat']
229204,4,2,0.0107,Flavobacterium frigoris,[],0,[]
229545,16,2,0.0426,Aster yellows witches'-broom phytoplasma,[],0,[]
229549,90,3,0.2397,Streptococcus minor,[],0,[]
230143,108,5,0.2876,Scardovia wiggsiae,[],1,['../AGORA-2.01\\reconstructions\\mat\\Scardovia_wiggsiae_F0424.mat']
231049,6,2,0.016,Lactobacillus rossiae,[],0,[]
231053,225,2,0.5992,Saccharibacter floricola,[],0,[]
232721,57,2,0.1518,Acidovorax sp. JS42,"[{""url"":""http://www.bugdrug-db.info/#/viewNetwork/taxa/232721"",""dbtype"":""drugbug-db"",""anno"":""interacts w/ 287 drugs""},{""anno"":""assoc w/ 3 phage clusters"",""dbtype"":""MVP"",""url"":""http://mvp.medgenius.info/microbes/232721/Acidovorax sp. JS42""}]",0,[]
233055,19,4,0.0506,Desulfitobacterium dichloroeliminans,[],0,[]
234828,18,4,0.0479,Corynebacterium caspium,[],0,[]
234835,5,1,0.0133,Brevibacterium antiquum,[],0,[]
234908,2759,32,7.3475,Sutterella stercoricanis,[],0,[]
236100,6,2,0.016,Marinobacter algicola,[],0,[]
236753,4,1,0.0107,Fastidiosipila sanguinis,[],0,[]
236814,16,3,0.0426,Chryseobacterium formosense,[],0,[]
237258,542,11,1.4434,Cloacibacterium normanense,[],0,['../AGORA-2.01\\reconstructions\\mat\\Cloacibacterium_normanense_DSM_15886.mat']
237446,7,2,0.0186,Lactobacillus kitasatonis,[],0,[]
237576,22,1,0.0586,Oribacterium sinus,[],0,['../AGORA-2.01\\reconstructions\\mat\\Oribacterium_sinus_F0268.mat']
238015,2,1,0.0053,Lactobacillus vini,[],0,[]
238834,4,2,0.0107,Clostridium estertheticum,[],0,[]
239935,17054,76,45.4168,Akkermansia muciniphila,"[{""url"":""http://mvp.medgenius.info/microbes/239935/Akkermansia muciniphila"",""anno"":""assoc w/ 1 phage clusters"",""dbtype"":""MVP""}]",18,"['../AGORA-2.01\\reconstructions\\mat\\Akkermansia_muciniphila_ATCC_BAA_835.mat', '../AGORA-2.01\\reconstructions\\mat\\Akkermansia_muciniphila_YL44.mat']"
239974,11,3,0.0293,Nocardiopsis valliformis,[],0,[]
239984,3,1,0.008,Nocardiopsis ganjiahuensis,[],0,[]
240427,4,2,0.0107,Lactobacillus paracollinoides,"[{""url"":""http://mvp.medgenius.info/microbes/240427/Lactobacillus paracollinoides"",""dbtype"":""MVP"",""anno"":""assoc w/ 5 phage clusters""}]",0,[]
240495,32,1,0.0852,Pseudonocardia dioxanivorans,[],0,[]
240521,2,1,0.0053,Rhizobium daejeonense,[],0,[]
241244,2,1,0.0053,Rummeliibacillus stabekisii,"[{""dbtype"":""MVP"",""anno"":""assoc w/ 4 phage clusters"",""url"":""http://mvp.medgenius.info/microbes/241244/Rummeliibacillus stabekisii""}]",0,[]
241555,14,3,0.0373,Helcococcus sueciensis,[],0,[]
242750,226,5,0.6019,Prevotella bergensis,[],0,['../AGORA-2.01\\reconstructions\\mat\\Prevotella_bergensis_DSM_17361.mat']
243629,278,1,0.7403,Hydrocarboniphaga effusa,[],0,[]
243924,514,12,1.3688,Pseudomonas lutea,[],0,[]
244366,10,2,0.0266,Klebsiella variicola,"[{""anno"":""assoc w/ 8 phage clusters"",""dbtype"":""MVP"",""url"":""http://mvp.medgenius.info/microbes/244366/Klebsiella variicola""}]",0,['../AGORA-2.01\\reconstructions\\mat\\Klebsiella_variicola_KV321_ZB100000.mat']
246144,16,3,0.0426,Enterococcus italicus,[],0,[]
246432,13,3,0.0346,Staphylococcus equorum,"[{""anno"":""assoc w/ 2 phage clusters"",""dbtype"":""MVP"",""url"":""http://mvp.medgenius.info/microbes/246432/Staphylococcus equorum""}]",0,['../AGORA-2.01\\reconstructions\\mat\\Staphylococcus_equorum_subsp_equorum_Mu2.mat']
246618,223,8,0.5939,Bifidobacterium thermacidophilum,[],0,['../AGORA-2.01\\reconstructions\\mat\\Bifidobacterium_thermacidophilum_subsp_thermacidophilum_DSM_15837.mat']
246786,8,1,0.0213,Bacillus indicus,[],0,[]
246787,18358,74,48.8895,Bacteroides cellulosilyticus,"[{""anno"":""assoc w/ 3 phage clusters"",""dbtype"":""MVP"",""url"":""http://mvp.medgenius.info/microbes/246787/Bacteroides cellulosilyticus""}]",12,"['../AGORA-2.01\\reconstructions\\mat\\Bacteroides_cellulosilyticus_CL02T12C19.mat', '../AGORA-2.01\\reconstructions\\mat\\Bacteroides_cellulosilyticus_DSM_14838.mat', '../AGORA-2.01\\reconstructions\\mat\\Bacteroides_cellulosilyticus_ERR1022414.mat', '../AGORA-2.01\\reconstructions\\mat\\Bacteroides_cellulosilyticus_ERR2221108.mat', '../AGORA-2.01\\reconstructions\\mat\\Bacteroides_cellulosilyticus_ERR2221262.mat', '../AGORA-2.01\\reconstructions\\mat\\Bacteroides_cellulosilyticus_ERR2221326.mat', '../AGORA-2.01\\reconstructions\\mat\\Bacteroides_cellulosilyticus_ERR2230100.mat', '../AGORA-2.01\\reconstructions\\mat\\Bacteroides_cellulosilyticus_WH2.mat']"
247333,4,1,0.0107,Serinicoccus marinus,[],0,[]
247637,3,1,0.008,marine gamma proteobacterium HTCC2246,[],0,[]
248026,12,1,0.032,Cupriavidus pinatubonensis,[],0,[]
249188,226,12,0.6019,Haemophilus pittmaniae,[],0,"['../AGORA-2.01\\reconstructions\\mat\\Haemophilus_pittmaniae_HK_85.mat', '../AGORA-2.01\\reconstructions\\mat\\Haemophilus_pittmaniae_NCTC13334.mat']"
251535,127,10,0.3382,Candidatus Blochmannia vafer,[],0,[]
252307,4,1,0.0107,Robiginitalea biformata,[],0,[]
252966,5,1,0.0133,Mahella australiensis,[],0,[]
253239,337,10,0.8975,Ethanoligenens harbinense,[],0,['../AGORA-2.01\\reconstructions\\mat\\Ethanoligenens_harbinense_YUAN_3.mat']
253245,81,3,0.2157,Owenweeksia hongkongensis,[],0,[]
254161,269,1,0.7164,Pseudomonas pachastrellae,[],0,[]
254408,16,2,0.0426,Solimonas variicoloris,[],0,[]
254785,6,2,0.016,Streptococcus halichoeri,[],0,[]
255507,331,2,0.8815,Arcobacter cibarius,[],0,[]
255723,193,10,0.514,Slackia faecicanis,[],0,['../AGORA-2.01\\reconstructions\\mat\\Slackia_faecicanis_DSM_17537.mat']
256325,96,8,0.2557,Psychrobacter maritimus,[],0,[]
256466,5,2,0.0133,Pseudomonas japonica,[],0,[]
256847,52,9,0.1385,Lentisphaera araneosa,[],0,[]
257003,6,1,0.016,Sphingomonas phyllosphaerae,[],0,[]
257708,7,1,0.0186,Roseomonas gilardii,[],0,[]
257758,5,1,0.0133,Streptococcus pseudopneumoniae,[],0,['../AGORA-2.01\\reconstructions\\mat\\Streptococcus_pseudopneumoniae_IS7493.mat']
258224,12,4,0.032,Corynebacterium resistens,[],0,[]
259537,320,1,0.8522,Dechloromonas aromatica,[],0,[]
260337,4,2,0.0107,beta proteobacterium HTCC379,[],0,[]
261292,332,1,0.8842,Nitrosomonas sp. Is79A3,"[{""dbtype"":""drugbug-db"",""anno"":""interacts w/ 281 drugs"",""url"":""http://www.bugdrug-db.info/#/viewNetwork/taxa/261292""},{""url"":""http://mvp.medgenius.info/microbes/261292/Nitrosomonas sp. Is79A3"",""anno"":""assoc w/ 3 phage clusters"",""dbtype"":""MVP""}]",0,[]
261299,16422,69,43.7337,Intestinibacter bartlettii,[],14,"['../AGORA-2.01\\reconstructions\\mat\\Intestinibacter_bartlettii_ERR1022395.mat', '../AGORA-2.01\\reconstructions\\mat\\Intestinibacter_bartlettii_ERR1022418.mat']"
263475,8,3,0.0213,Viridibacillus arvi,[],0,[]
263476,2,1,0.0053,Viridibacillus arenosi,[],0,[]
264027,573,21,1.526,Algoriphagus marincola,[],0,[]
264148,40,1,0.1065,Millisia brevis,[],0,[]
264463,2,1,0.0053,Anaerosporobacter mobilis,[],0,['../AGORA-2.01\\reconstructions\\mat\\Anaerosporobacter_mobilis_DSM_15930.mat']
264641,2,1,0.0053,Desulfitibacter alkalitolerans,[],0,[]
264697,18,6,0.0479,Bacillus muralis,"[{""url"":""http://mvp.medgenius.info/microbes/264697/Bacillus muralis"",""anno"":""assoc w/ 2 phage clusters"",""dbtype"":""MVP""}]",0,[]
265291,2,1,0.0053,Comamonas badia,[],0,[]
265429,8,1,0.0213,Silanimonas lenta,[],0,['../AGORA-2.01\\reconstructions\\mat\\Silanimonas_lenta_DSM_16282.mat']
265606,2,1,0.0053,Rhodopirellula baltica,[],0,[]
265981,18,2,0.0479,Alkalimonas delamerensis,[],0,[]
266125,39,2,0.1039,Phenylobacterium koreense,[],0,[]
266128,13,2,0.0346,Stenotrophomonas koreensis,[],0,[]
266748,3,1,0.008,Chryseobacterium antarcticum,[],0,[]
266749,3,1,0.008,Chryseobacterium jeonii,[],0,[]
266762,5,1,0.0133,Porphyromonas gingivicanis,"[{""url"":""http://mvp.medgenius.info/microbes/266762/Porphyromonas gingivicanis"",""anno"":""assoc w/ 1 phage clusters"",""dbtype"":""MVP""}]",0,['../AGORA-2.01\\reconstructions\\mat\\Porphyromonas_gingivicanis_JCM_15907.mat']
267212,9,3,0.024,Neisseria bacilliformis,[],0,"['../AGORA-2.01\\reconstructions\\mat\\Neisseria_bacilliformis_914_NLAC_0_29744_674333.mat', '../AGORA-2.01\\reconstructions\\mat\\Neisseria_bacilliformis_ATCC_BAA_1200.mat']"
267633,2,1,0.0053,Lactobacillus hammesii,[],0,[]
267818,33,4,0.0879,Lactobacillus kefiranofaciens,[],0,['../AGORA-2.01\\reconstructions\\mat\\Lactobacillus_kefiranofaciens_ZW3.mat']
268407,5,2,0.0133,Paenibacillus wynnii,"[{""dbtype"":""MVP"",""anno"":""assoc w/ 6 phage clusters"",""url"":""http://mvp.medgenius.info/microbes/268407/Paenibacillus wynnii""}]",0,[]
268410,2,1,0.0053,Rhodovarius lipocyclicus,[],0,[]
