ncbi_taxon_id,presented_samples,nr_phenotypes,pct_of_all_samples,name,dblinks,files
1847,443,3,1.1798,Pseudonocardia,[],[]
1854,4,2,0.0107,Frankia,[],[]
1860,33,1,0.0879,Geodermatophilus,[],[]
1865,24,1,0.0639,Actinoplanes,[],[]
1873,38,3,0.1012,Micromonospora,[],['Micromonospora_aurantiaca_ATCC_27029.mat']
1883,912,15,2.4288,Streptomyces,"[{""anno"":""assoc w/ 2 phage clusters"",""dbtype"":""MVP"",""url"":""http://mvp.medgenius.info/microbes/1883/Streptomyces""}]","['Streptomyces_massiliensis_AP10.mat', 'Streptomyces_sp_HPH0547.mat']"
1988,64,2,0.1704,Actinomadura,[],[]
2000,6,1,0.016,Streptosporangium,[],[]
2013,9,4,0.024,Nocardiopsis,[],[]
2034,26,1,0.0692,Curtobacterium,[],"['Curtobacterium_flaccumfaciens_MEB126.mat', 'Curtobacterium_flaccumfaciens_UCD_AKU.mat']"
2038,4,2,0.0107,Tropheryma,[],"['Tropheryma_whipplei_str_Twist.mat', 'Tropheryma_whipplei_TW08_27.mat']"
2040,393,4,1.0466,Aeromicrobium,[],['Aeromicrobium_massiliense_JC14.mat']
2050,152,6,0.4048,Mobiluncus,[],"['Mobiluncus_curtisii_ATCC_43063.mat', 'Mobiluncus_curtisii_ATCC_51333.mat', 'Mobiluncus_curtisii_subsp_holmesii_ATCC_35242.mat', 'Mobiluncus_holmesii_ATCC_35242.mat', 'Mobiluncus_mulieris_28_1.mat', 'Mobiluncus_mulieris_ATCC_35239.mat', 'Mobiluncus_mulieris_ATCC_35243.mat', 'Mobiluncus_mulieris_FB024_16.mat']"
2053,314,3,0.8362,Gordonia,[],"['Gordonia_rubripertincta_NBRC_101908.mat', 'Gordonia_terrae_C_6.mat', 'Gordonia_terrae_NBRC_100016.mat']"
2056,439,3,1.1691,Sphaerobacter,[],[]
2060,13,2,0.0346,Tsukamurella,[],[]
2063,16,1,0.0426,Kitasatospora,[],[]
2086,413,6,1.0999,Anaeroplasma,[],['Anaeroplasma_bactoclasticum_ATCC_27112.mat']
2093,468,8,1.2463,Mycoplasma,"[{""anno"":""assoc w/ 1 phage clusters"",""dbtype"":""MVP"",""url"":""http://mvp.medgenius.info/microbes/2093/Mycoplasma""}]","['Mycoplasma_hominis_ATCC_23114.mat', 'Mycoplasma_hominis_ATCC_27545.mat', 'Mycoplasma_hyopneumoniae_168.mat', 'Mycoplasma_hyopneumoniae_168_L.mat', 'Mycoplasma_hyopneumoniae_232.mat', 'Mycoplasma_hyopneumoniae_7448.mat', 'Mycoplasma_hyopneumoniae_J.mat', 'Mycoplasma_pneumoniae_19294.mat', 'Mycoplasma_pneumoniae_309.mat', 'Mycoplasma_pneumoniae_FH.mat', 'Mycoplasma_pneumoniae_M129.mat', 'Mycoplasma_pneumoniae_M129_B7.mat', 'Mycoplasma_pneumoniae_PI_1428.mat', 'Mycoplasma_pneumoniae_PO1.mat']"
2129,28,4,0.0746,Ureaplasma,[],"['Ureaplasma_parvum_serovar_14_str_ATCC_33697.mat', 'Ureaplasma_parvum_serovar_1_str_ATCC_27813.mat', 'Ureaplasma_parvum_serovar_3_str_ATCC_27815.mat', 'Ureaplasma_parvum_serovar_3_str_ATCC_700970.mat', 'Ureaplasma_parvum_serovar_6_str_ATCC_27818.mat', 'Ureaplasma_urealyticum_2033.mat', 'Ureaplasma_urealyticum_2608.mat', 'Ureaplasma_urealyticum_4155.mat', 'Ureaplasma_urealyticum_4318.mat', 'Ureaplasma_urealyticum_serovar_10_str_ATCC_33699.mat', 'Ureaplasma_urealyticum_serovar_11_str_ATCC_33695.mat', 'Ureaplasma_urealyticum_serovar_12_str_ATCC_33696.mat', 'Ureaplasma_urealyticum_serovar_13_str_ATCC_33698.mat', 'Ureaplasma_urealyticum_serovar_2_str_ATCC_27814.mat', 'Ureaplasma_urealyticum_serovar_4_str_ATCC_27816.mat', 'Ureaplasma_urealyticum_serovar_5_str_ATCC_27817.mat', 'Ureaplasma_urealyticum_serovar_7_str_ATCC_27819.mat', 'Ureaplasma_urealyticum_serovar_8_str_ATCC_27618.mat', 'Ureaplasma_urealyticum_serovar_9_str_ATCC_33175.mat']"
2132,4825,23,12.8495,Spiroplasma,"[{""url"":""http://mvp.medgenius.info/microbes/2132/Spiroplasma"",""dbtype"":""MVP"",""anno"":""assoc w/ 4 phage clusters""}]",['Spiroplasma_culicicola_AES_1.mat']
2147,2184,27,5.8162,Acholeplasma,"[{""url"":""http://mvp.medgenius.info/microbes/2147/Acholeplasma"",""anno"":""assoc w/ 2 phage clusters"",""dbtype"":""MVP""}]",[]
2152,17,2,0.0453,Asteroleplasma,[],[]
2160,63,2,0.1678,Methanobacterium,[],[]
2172,7856,70,20.9214,Methanobrevibacter,[],"['Methanobrevibacter_ruminantium_M1.mat', 'Methanobrevibacter_smithii_ATCC_35061.mat']"
2268,2,1,0.0053,Thermofilum,[],[]
2299,10,1,0.0266,Desulfosarcina,[],[]
2316,1654,36,4.4048,Methanosphaera,[],['Methanosphaera_stadtmanae_DSM_3091.mat']
2330,2,1,0.0053,Halanaerobium,[],[]
2335,9,2,0.024,Thermotoga,[],[]
2349,418,6,1.1132,Haliscomenobacter,[],[]
2353,9,3,0.024,Flexispira,[],[]
2357,16,1,0.0426,Desulfomonile,[],[]
2373,93,4,0.2477,Acetonema,[],['Acetonema_longum_DSM_6540.mat']
2383,90,8,0.2397,Epulopiscium,[],[]
2697,755,6,2.0107,Heliobacterium,[],[]
2701,1566,19,4.1704,Gardnerella,[],"['Gardnerella_vaginalis_00703Bmash.mat', 'Gardnerella_vaginalis_14019_MetR.mat', 'Gardnerella_vaginalis_JCP7672.mat']"
2717,2,1,0.0053,Cardiobacterium,[],"['Cardiobacterium_hominis_612_ETAR_1001_5485_127101.mat', 'Cardiobacterium_valvarum_F0432.mat']"
2723,404,6,1.0759,Hirschia,[],[]
2733,2,1,0.0053,Symbiobacterium,[],[]
2735,383,3,1.02,Verrucomicrobium,[],[]
2737,13,3,0.0346,Vagococcus,[],"['Vagococcus_fluvialis_bH819.mat', 'Vagococcus_fluvialis_DSM_5731.mat']"
2740,2499,36,6.6551,Peptococcus,[],[]
2742,419,5,1.1158,Marinobacter,[],[]
2745,583,9,1.5526,Halomonas,[],['Halomonas_campaniensis_LS21.mat']
2747,14,2,0.0373,Carnobacterium,[],"['Carnobacterium_maltaromaticum_ATCC_35586.mat', 'Carnobacterium_maltaromaticum_DSM_20342.mat', 'Carnobacterium_maltaromaticum_DSM_20722.mat', 'Carnobacterium_maltaromaticum_LMA28.mat']"
2753,164,15,0.4368,Synergistes,[],"['Synergistes_jonesii_78_1.mat', 'Synergistes_sp_3_1_syn1.mat']"
2755,4,2,0.0107,Brochothrix,[],['Brochothrix_thermosphacta_DSM_20171.mat']
12916,120,6,0.3196,Acidovorax,[],['Acidovorax_caeni_R_24608.mat']
12960,20,1,0.0533,Azoarcus,[],[]
13075,8,4,0.0213,Globicatella,[],[]
13134,4,2,0.0107,Magnetospirillum,[],[]
13334,418,10,1.1132,Anaerobiospirillum,[],['Anaerobiospirillum_succiniciproducens_DSM_640001.mat']
13687,558,13,1.486,Sphingomonas,[],['Sphingomonas_paucimobilis_HER1398.mat']
28033,17,1,0.0453,Sulfobacillus,[],[]
28050,2518,25,6.7057,Lachnospira,[],"['Lachnospira_multipara_ATCC_19207.mat', 'Lachnospira_multipara_D15d.mat', 'Lachnospira_multipara_LB2003.mat', 'Lachnospira_multipara_MC2003.mat', 'Lachnospira_nov_ERR1022391.mat', 'Lachnospira_nov_ERR1022394.mat', 'Lachnospira_nov_ERR1203977.mat', 'Lachnospira_nov_ERR1204071.mat', 'Lachnospira_pectinoschiza_ERR1022352.mat', 'Lachnospira_pectinoschiza_ERR1022401.mat', 'Lachnospira_pectinoschiza_M83.mat']"
28065,16,2,0.0426,Rhodoferax,[],[]
28067,2,1,0.0053,Rubrivivax,[],[]
28100,8,3,0.0213,Phyllobacterium,[],[]
28138,7,1,0.0186,Rikenella,[],['Rikenella_microfusus_DSM_15922.mat']
28196,362,1,0.964,Arcobacter,[],"['Arcobacter_butzleri_7h1h.mat', 'Arcobacter_butzleri_ED_1.mat', 'Arcobacter_butzleri_JV22.mat', 'Arcobacter_butzleri_RM4018.mat']"
28209,2,1,0.0053,Chelatococcus,[],[]
28219,2,1,0.0053,Brachymonas,[],[]
28228,9,2,0.024,Colwellia,[],[]
28231,611,7,1.6272,Geobacter,[],[]
28236,7,1,0.0186,Petrotoga,[],[]
28250,3,1,0.008,Ornithobacterium,[],[]
28253,21,3,0.0559,Marinomonas,[],[]
28261,55,3,0.1465,Thermodesulfovibrio,[],[]
28263,30,3,0.0799,Arcanobacterium,[],['Arcanobacterium_haemolyticum_DSM_20595.mat']
28453,425,6,1.1318,Sphingobacterium,[],[]
28895,4,1,0.0107,Thermoanaerobacterium,[],[]
29330,36,1,0.0959,Alicyclobacillus,[],[]
29331,2,1,0.0053,Amphibacillus,[],[]
29407,56,3,0.1491,Rhodoplanes,[],[]
29465,24786,86,66.008,Veillonella,"[{""anno"":""assoc w/ 2 phage clusters"",""dbtype"":""MVP"",""url"":""http://mvp.medgenius.info/microbes/29465/Veillonella""}]","['Veillonella_atypica_ACS_049_V_Sch6.mat', 'Veillonella_atypica_ACS_134_V_Col7a.mat', 'Veillonella_atypica_KON.mat', 'Veillonella_denticariosi_JCM_15641.mat', 'Veillonella_dispar_ATCC_17748.mat', 'Veillonella_magna_DSM_19857.mat', 'Veillonella_montpellierensis_DNF00314.mat', 'Veillonella_montpellierensis_DSM_17217.mat', 'Veillonella_parvula_ACS_068_V_Sch12.mat', 'Veillonella_parvula_ATCC_17745.mat', 'Veillonella_parvula_Te3_DSM_2008.mat', 'Veillonella_ratti_ACS_216_V_Col6b.mat', 'Veillonella_sp_3_1_44.mat', 'Veillonella_sp_6_1_27.mat', 'Veillonella_sp_ACP1.mat', 'Veillonella_sp_HPA0037.mat', 'Veillonella_sp_oral_taxon_158_str_F0412.mat', 'Veillonella_sp_oral_taxon_780_str_F0422.mat']"
29487,2,1,0.0053,Photorhabdus,[],"['Photorhabdus_luminescens_BA1.mat', 'Photorhabdus_luminescens_H1_H1_C1.mat', 'Photorhabdus_luminescens_NBAII_H75HRPL105.mat']"
29521,216,13,0.5752,Brachyspira,[],"['Brachyspira_aalborgi_513A.mat', 'Brachyspira_aalborgi_PC2022III.mat', 'Brachyspira_aalborgi_PC2777IV.mat', 'Brachyspira_aalborgi_PC3053II.mat', 'Brachyspira_aalborgi_PC3517II.mat', 'Brachyspira_aalborgi_PC3714II.mat', 'Brachyspira_aalborgi_PC390II.mat', 'Brachyspira_aalborgi_PC3939II.mat', 'Brachyspira_aalborgi_PC3997IV.mat', 'Brachyspira_aalborgi_PC4226IV.mat', 'Brachyspira_aalborgi_PC4580III.mat', 'Brachyspira_aalborgi_PC4597II.mat', 'Brachyspira_aalborgi_PC5099IV.mat', 'Brachyspira_aalborgi_PC5538III_lc.mat', 'Brachyspira_aalborgi_PC5587_p.mat', 'Brachyspira_aalborgi_PC5587_u.mat', 'Brachyspira_aalborgi_W1.mat', 'Brachyspira_pilosicoli_95_1000.mat', 'Brachyspira_pilosicoli_B2904.mat', 'Brachyspira_pilosicoli_P43_6_78.mat', 'Brachyspira_pilosicoli_WesB.mat']"
29574,3,1,0.008,Taylorella,[],[]
29580,315,3,0.8389,Janthinobacterium,[],[]
31983,5,2,0.0133,Helcococcus,[],[]
31988,9,2,0.024,Aminobacter,[],[]
32008,479,11,1.2756,Burkholderia,"[{""url"":""http://mvp.medgenius.info/microbes/32008/Burkholderia"",""dbtype"":""MVP"",""anno"":""assoc w/ 19 phage clusters""}]","['Burkholderia_cenocepacia_AU_1054.mat', 'Burkholderia_cenocepacia_H111.mat', 'Burkholderia_cenocepacia_HI2424.mat', 'Burkholderia_cenocepacia_J2315.mat', 'Burkholderia_cenocepacia_MC0_3.mat', 'Burkholderia_cenocepacia_PC184.mat', 'Burkholderia_cepacia_GG4.mat', 'Burkholderia_cepacia_LO6.mat']"
32012,17,3,0.0453,Thiomonas,[],[]
32067,406,5,1.0812,Leptotrichia,[],"['Leptotrichia_buccalis_C_1013_b.mat', 'Leptotrichia_goodfellowii_DSM_19756.mat', 'Leptotrichia_goodfellowii_F0264.mat', 'Leptotrichia_hofstadii_DSM_21651.mat', 'Leptotrichia_hofstadii_F0254.mat', 'Leptotrichia_hongkongensis_JMUB5056.mat', 'Leptotrichia_shahii_DSM_19757.mat', 'Leptotrichia_wadei_DSM_19758.mat', 'Leptotrichia_wadei_F0279.mat', 'Leptotrichia_wadei_KA00185.mat']"
32068,2,1,0.0053,Sebaldella,[],[]
32199,418,2,1.1132,Buchnera,[],[]
32207,2394,34,6.3755,Rothia,[],"['Rothia_aeria_F0474.mat', 'Rothia_dentocariosa_ATCC_17931.mat', 'Rothia_dentocariosa_M567.mat', 'Rothia_mucilaginosa_ATCC_25296.mat', 'Rothia_mucilaginosa_DY_18.mat', 'Rothia_mucilaginosa_M508.mat', 'Rothia_mucilaginosa_NUM_Rm6536.mat']"
32257,6,3,0.016,Kingella,[],"['Kingella_denitrificans_ATCC_33394.mat', 'Kingella_denitrificans_isolate_GC77.mat', 'Kingella_oralis_ATCC_51147.mat']"
33024,3875,48,10.3196,Phascolarctobacterium,[],"['Phascolarctobacterium_faecium_DSM_14760.mat', 'Phascolarctobacterium_succinatutens_YIT_12067.mat']"
33042,25698,90,68.4368,Coprococcus,[],"['Coprococcus_catus_ERR2221258.mat', 'Coprococcus_catus_GD_7.mat', 'Coprococcus_comes_ATCC_27758.mat', 'Coprococcus_comes_ERR1022290.mat', 'Coprococcus_comes_ERR1022354.mat', 'Coprococcus_comes_ERR1022382.mat', 'Coprococcus_comes_ERR1022427.mat', 'Coprococcus_comes_ERR1022476.mat', 'Coprococcus_comes_ERR1204042.mat', 'Coprococcus_eutactus_ATCC_27759.mat', 'Coprococcus_eutactus_ERR1022287.mat', 'Coprococcus_eutactus_ERR1022301.mat', 'Coprococcus_eutactus_ERR1022346.mat', 'Coprococcus_eutactus_ERR1022477.mat', 'Coprococcus_eutactus_ERR1203946.mat', 'Coprococcus_eutactus_ERR1204040.mat', 'Coprococcus_eutactus_ERR2221154.mat', 'Coprococcus_nov_ERR1022278.mat', 'Coprococcus_nov_ERR1203948.mat', 'Coprococcus_nov_ERR2221394.mat', 'Coprococcus_nov_ERR2230098.mat', 'Coprococcus_sp_HPP0048.mat', 'Coprococcus_sp_HPP0074.mat']"
33057,428,3,1.1398,Thauera,[],[]
33071,318,3,0.8469,Gloeobacter,[],[]
33870,65,4,0.1731,Coriobacterium,[],[]
33877,29,2,0.0772,Agromyces,[],[]
33882,373,1,0.9933,Microbacterium,[],"['Microbacterium_gubbeenense_DSM_15944.mat', 'Microbacterium_oleivorans_NBRC_103075.mat', 'Microbacterium_paraoxydans_77MFTsu3_2.mat']"
33926,15,1,0.0399,Candidatus Phytoplasma,[],"['Candidatus_Dorea_massiliensis_AP6.mat', 'Candidatus_Nitrososphaera_gargensis_Ga9_2.mat', 'Candidatus_Pelagibacter_sp_IMCC9063.mat', 'Candidatus_Saccharimonas_aalborgensis.mat', 'Candidatus_Soleaferrea_massiliensis_AP7.mat']"
33969,63,3,0.1678,Melissococcus,[],[]
33973,46,1,0.1225,Acidobacterium,[],"['Acidobacterium_ailaaui_PMMR2.mat', 'Acidobacterium_capsulatum_ATCC_51196.mat']"
33976,6,1,0.016,Caryophanon,[],[]
33986,30,3,0.0799,Exiguobacterium,[],"['Exiguobacterium_aurantiacum_DSM_6208.mat', 'Exiguobacterium_marinum_ERR2221224.mat', 'Exiguobacterium_nov_ERR2221364.mat', 'Exiguobacterium_undae_ERR2221363.mat']"
34008,5,1,0.0133,Rhodovulum,[],[]
34016,45,1,0.1198,Rhodobium,[],[]
34037,2,1,0.0053,Rahnella,[],"['Rahnella_aquatilis_CIP_78_65_ATCC_33071.mat', 'Rahnella_aquatilis_DLL7529.mat', 'Rahnella_aquatilis_HX2.mat']"
34069,7,2,0.0186,Telluria,[],[]
34072,26,8,0.0692,Variovorax,[],"['Variovorax_paradoxus_110B.mat', 'Variovorax_paradoxus_4MFCol3_1.mat', 'Variovorax_paradoxus_B4.mat', 'Variovorax_paradoxus_H108.mat', 'Variovorax_paradoxus_NBRC_15149.mat']"
34084,12,3,0.032,Riemerella,[],[]
34093,371,2,0.988,Simkania,[],[]
34096,45,1,0.1198,Brevinema,[],[]
34102,7,3,0.0186,Sphaerotilus,[],[]
34104,21,7,0.0559,Streptobacillus,[],[]
35750,25,1,0.0666,Sporichthya,[],[]
35823,25,6,0.0666,Arthrospira,[],[]
35829,2,1,0.0053,Acetivibrio,[],"['Acetivibrio_cellulolyticus_CD2.mat', 'Acetivibrio_ethanolgignens_ACET_33324.mat']"
35832,19135,77,50.9587,Bilophila,[],"['Bilophila_sp_4_1_30.mat', 'Bilophila_wadsworthia_3_1_6.mat', 'Bilophila_wadsworthia_ATCC_49260.mat']"
35838,17,1,0.0453,Holophaga,[],[]
36739,223,6,0.5939,Dermabacter,[],['Dermabacter_sp_HFH0086.mat']
36853,150,4,0.3995,Desulfitobacterium,[],"['Desulfitobacterium_hafniense_DCB_2.mat', 'Desulfitobacterium_hafniense_DP7.mat', 'Desulfitobacterium_hafniense_PCP_1.mat', 'Desulfitobacterium_hafniense_Y51.mat']"
36866,56,5,0.1491,unclassified Enterobacteriaceae (miscellaneous),[],[]
37452,6,2,0.016,unclassified Bacteroidetes (miscellaneous),[],[]
37914,23,3,0.0613,Dietzia,[],"['Dietzia_cinnamea_NBRC_102147.mat', 'Dietzia_cinnamea_P4.mat']"
39773,74,1,0.1971,Methylomicrobium,[],[]
39779,759,6,2.0213,unclassified Clostridiales (miscellaneous),[],[]
39948,19876,90,52.9321,Dialister,"[{""url"":""http://mvp.medgenius.info/microbes/39948/Dialister"",""anno"":""assoc w/ 1 phage clusters"",""dbtype"":""MVP""}]","['Dialister_invisus_DSM_15470.mat', 'Dialister_micraerophilus_DSM_19965.mat', 'Dialister_microaerophilus_UPII_345_E.mat', 'Dialister_pneumosintes_F0677.mat', 'Dialister_succinatiphilus_YIT_11850.mat']"
40222,335,1,0.8921,Methylophaga,[],[]
40323,475,9,1.265,Stenotrophomonas,"[{""url"":""http://mvp.medgenius.info/microbes/40323/Stenotrophomonas"",""dbtype"":""MVP"",""anno"":""assoc w/ 1 phage clusters""}]","['Stenotrophomonas_maltophilia_Ab55555.mat', 'Stenotrophomonas_maltophilia_ATCC_19867.mat', 'Stenotrophomonas_maltophilia_AU12_09.mat', 'Stenotrophomonas_maltophilia_D457.mat', 'Stenotrophomonas_maltophilia_EPM1.mat', 'Stenotrophomonas_maltophilia_ISMMS3.mat', 'Stenotrophomonas_maltophilia_K279a.mat', 'Stenotrophomonas_maltophilia_PML168.mat', 'Stenotrophomonas_maltophilia_R551_3.mat', 'Stenotrophomonas_maltophilia_RR_10.mat', 'Stenotrophomonas_rhizophila_PCA13.mat']"
40544,13848,86,36.8788,Sutterella,[],"['Sutterella_parvirubra_YIT_11816.mat', 'Sutterella_wadsworthensis_2_1_59BFAA.mat', 'Sutterella_wadsworthensis_3_1_45B.mat', 'Sutterella_wadsworthensis_ERR1203961.mat', 'Sutterella_wadsworthensis_ERR1204055.mat', 'Sutterella_wadsworthensis_HGA0223.mat']"
40840,39,5,0.1039,Succiniclasticum,[],"['Succiniclasticum_ruminis_DSM_11005.mat', 'Succiniclasticum_ruminis_DSM_9236.mat']"
41273,705,15,1.8775,Tissierella,[],[]
41275,451,8,1.2011,Brevundimonas,[],"['Brevundimonas_bacteroides_DSM_4726.mat', 'Brevundimonas_diminuta_470_4.mat', 'Brevundimonas_subvibrioides_ATCC_15264.mat']"
41707,5,2,0.0133,Lawsonia,[],[]
42054,2,1,0.0053,Chromohalobacter,[],[]
42255,496,4,1.3209,Rubrobacter,[],"['Rubrobacter_aplysinae_RV113.mat', 'Rubrobacter_radiotolerans_DSM_5868.mat', 'Rubrobacter_xylanophilus_DSM_9941.mat']"
42447,6,1,0.016,Anaerobranca,[],[]
42837,21,1,0.0559,Ammonifex,[],[]
43668,363,8,0.9667,Brachybacterium,[],['Brachybacterium_paraconglomeratum_LC44.mat']
43676,2,1,0.0053,Promicromonospora,[],[]
43773,329,1,0.8762,Syntrophus,[],"['Syntrophus_aciditrophicus_SB.mat', 'Syntrophus_gentianae_DSM_8423.mat']"
43947,339,2,0.9028,Tolumonas,[],[]
43994,2,1,0.0053,Johnsonella,[],['Johnsonella_ignava_ATCC_51276.mat']
43996,333,2,0.8868,Catonella,[],['Catonella_morbi_ATCC_51271.mat']
44000,17,2,0.0453,Caldicellulosiruptor,[],[]
44013,5,1,0.0133,Polynucleobacter,[],[]
44249,2594,26,6.9081,Paenibacillus,"[{""url"":""http://mvp.medgenius.info/microbes/44249/Paenibacillus"",""anno"":""assoc w/ 5 phage clusters"",""dbtype"":""MVP""}]","['Paenibacillus_alvei_DSM_29.mat', 'Paenibacillus_antibioticophila_GD11.mat', 'Paenibacillus_barengoltzii_G22.mat', 'Paenibacillus_daejeonensis_DSM_15491.mat', 'Paenibacillus_graminis_RSA19.mat', 'Paenibacillus_ihuae_GD6.mat', 'Paenibacillus_ihumii_DSM_100664.mat', 'Paenibacillus_lactis_154.mat', 'Paenibacillus_phocaensis_DSM_101777.mat', 'Paenibacillus_rubinfantis_DSM_101191.mat', 'Paenibacillus_senegalensis_JC66.mat', 'Paenibacillus_senegalimassiliensis_CCUG_69869.mat', 'Paenibacillus_sp_GM2.mat', 'Paenibacillus_sp_HGF5.mat', 'Paenibacillus_sp_HGF7.mat', 'Paenibacillus_sp_HGH0039.mat', 'Paenibacillus_sp_HW567.mat', 'Paenibacillus_sp_ICGEB2008.mat', 'Paenibacillus_sp_JDR_2.mat', 'Paenibacillus_tuaregi_DSM_102801.mat']"
44258,2,1,0.0053,Caloramator,[],[]
44259,390,5,1.0386,Filifactor,[],['Filifactor_alocis_ATCC_35896.mat']
44260,184,4,0.49,Moorella,[],[]
44262,16,2,0.0426,Oxalophagus,[],[]
44675,369,2,0.9827,Geothrix,[],[]
44748,11581,52,30.8415,Sporobacter,[],['Sporobacter_termitidis_DSM_10068.mat']
45667,13,4,0.0346,Halobacillus,[],[]
45669,2,1,0.0053,Salinicoccus,[],[]
45989,2,1,0.0053,Methanoculleus,[],[]
46123,444,9,1.1824,Abiotrophia,[],['Abiotrophia_defectiva_ATCC_49176.mat']
46205,45,4,0.1198,Pseudobutyrivibrio,[],['Pseudobutyrivibrio_ruminis_AD2017.mat']
46254,75,3,0.1997,Oenococcus,[],[]
46255,1085,36,2.8895,Weissella,[],"['Weissella_ceti_NC36.mat', 'Weissella_cibaria_KACC_11862.mat', 'Weissella_confusa_LBAE_C39_2.mat', 'Weissella_koreensis_KACC_15510.mat', 'Weissella_koreensis_KCTC_3621.mat', 'Weissella_paramesenteroides_ATCC_33313.mat', 'Weissella_viridescens_DSM_20410.mat']"
46468,4,1,0.0107,Orenia,[],[]
46913,450,7,1.1984,Devosia,[],[]
47251,51,2,0.1358,Leptolyngbya,[],[]
47420,6,1,0.016,Hydrogenophaga,[],[]
47494,49,3,0.1305,Pedomicrobium,[],[]
47670,363,6,0.9667,Lautropia,[],['Lautropia_mirabilis_ATCC_51599.mat']
48075,19,1,0.0506,Marinobacterium,[],[]
48463,590,7,1.5712,Prosthecobacter,[],[]
48736,690,17,1.8375,Ralstonia,[],"['Ralstonia_insidiosa_FC1138.mat', 'Ralstonia_pickettii_12D.mat', 'Ralstonia_pickettii_12J.mat', 'Ralstonia_pickettii_52.mat', 'Ralstonia_pickettii_NBRC_102503.mat', 'Ralstonia_pickettii_OR214.mat', 'Ralstonia_sp_5_2_56FAA.mat', 'Ralstonia_sp_5_7_47FAA.mat']"
49082,340,3,0.9055,Candidatus Arthromitus,[],"['Candidatus_Dorea_massiliensis_AP6.mat', 'Candidatus_Nitrososphaera_gargensis_Ga9_2.mat', 'Candidatus_Pelagibacter_sp_IMCC9063.mat', 'Candidatus_Saccharimonas_aalborgensis.mat', 'Candidatus_Soleaferrea_massiliensis_AP7.mat']"
49184,46,1,0.1225,Kineosporia,[],[]
49894,65,1,0.1731,Acetomicrobium,[],[]
50709,8,2,0.0213,Acidocella,[],[]
51196,2,1,0.0053,Syntrophobotulus,[],[]
51514,311,17,0.8282,Dehalobacterium,[],['Dehalobacterium_formicoaceticum_DMC.mat']
51668,45,6,0.1198,Tetragenococcus,[],"['Tetragenococcus_koreensis_KCTC_3924.mat', 'Tetragenococcus_koreensis_NBRC_106072.mat']"
52225,6003,50,15.9867,Mitsuokella,[],"['Mitsuokella_jalaludinii_DSM_13811.mat', 'Mitsuokella_jalaludinii_ERR1022286.mat', 'Mitsuokella_multacida_DSM_20544.mat']"
52784,7449,43,19.8375,Anaerofilum,[],[]
52959,3,1,0.008,Polaribacter,[],[]
53246,399,4,1.0626,Pseudoalteromonas,"[{""dbtype"":""MVP"",""anno"":""assoc w/ 1 phage clusters"",""url"":""http://mvp.medgenius.info/microbes/53246/Pseudoalteromonas""}]","['Pseudoalteromonas_arctica_A_37_1_2.mat', 'Pseudoalteromonas_arctica_MelAa3.mat']"
53335,321,15,0.8549,Pantoea,"[{""anno"":""assoc w/ 2 phage clusters"",""dbtype"":""MVP"",""url"":""http://mvp.medgenius.info/microbes/53335/Pantoea""}]","['Pantoea_agglomerans_190.mat', 'Pantoea_agglomerans_299R.mat', 'Pantoea_agglomerans_3.mat', 'Pantoea_agglomerans_4.mat', 'Pantoea_agglomerans_IG1.mat', 'Pantoea_agglomerans_MP2.mat', 'Pantoea_agglomerans_P10c.mat', 'Pantoea_sp_YR343.mat']"
53365,29,2,0.0772,Catellatospora,[],[]
53457,407,2,1.0839,Janibacter,[],[]
53460,51,2,0.1358,Nakamurella,[],[]
53634,36,2,0.0959,Acidimicrobium,[],[]
54304,2,1,0.0053,Planktothrix,[],[]
55080,2,1,0.0053,Brevibacillus,[],"['Brevibacillus_agri_5_2.mat', 'Brevibacillus_agri_BAB_2500.mat', 'Brevibacillus_borstelensis_AK1.mat', 'Brevibacillus_brevis_FJAT_0809_GLX.mat', 'Brevibacillus_brevis_NBRC_100599.mat']"
55506,18,3,0.0479,Schwartzia,[],['Schwartzia_succinivorans_DSM_10502.mat']
55968,47,4,0.1252,Leucobacter,[],[]
56112,2,1,0.0053,Dehalobacter,[],[]
57479,23,2,0.0613,Microvirgula,[],[]
57493,363,6,0.9667,Kocuria,[],"['Kocuria_palustris_CD07_3.mat', 'Kocuria_palustris_PEL.mat', 'Kocuria_rhizophila_DC2201.mat', 'Kocuria_rhizophila_P7_4.mat']"
57494,4,2,0.0107,Nesterenkonia,[],['Nesterenkonia_massiliensis_NP1.mat']
57495,4,1,0.0107,Dermacoccus,[],"['Dermacoccus_nishinomiyaensis_DSM_20448.mat', 'Dermacoccus_sp_Ellin185.mat']"
57665,306,2,0.8149,Sulfurospirillum,[],[]
57739,333,2,0.8868,Vogesella,[],[]
58108,38,3,0.1012,Actinocorallia,[],[]
59732,394,6,1.0493,Chryseobacterium,[],[]
59734,2,1,0.0053,Empedobacter,[],[]
59735,204,3,0.5433,Bergeyella,[],[]
59739,47,1,0.1252,Flammeovirga,[],[]
59753,400,3,1.0652,Alcanivorax,[],[]
60892,28,1,0.0746,Desulfobacca,[],[]
60919,15,4,0.0399,Sanguibacter,[],[]
61170,16461,73,43.8375,Holdemania,[],"['Holdemania_filiformis_VPI_J1_31B_1_DSM_12042.mat', 'Holdemania_massiliensis_AP2.mat']"
61434,223,6,0.5939,Dehalococcoides,[],[]
65502,4,2,0.0107,Cryptosporangium,[],[]
